,register_id,Name,Neighborhood ID,Neighborhood Name,District ID,District Name,Service Type,Latitude,Longitude
849,﻿93118151930,Escola Pau Casals-Gràcia,32.0,el Camp d'en Grassot i Gràcia Nova,6.0,Gràcia,"Ensenyament infantil (3-6 anys), Educació primària",41.409320383752046,2.1617984817700022
851,﻿93123115948,Escola L'Arc de Sant Martí,73.0,la Verneda i la Pau,10.0,Sant Martí,"Ensenyament infantil (3-6 anys), Educació primària",41.4227837894168,2.199762482375375
853,﻿94292171325,Escola Auró,9.0,la Nova Esquerra de l'Eixample,2.0,Eixample,"Ensenyament infantil (3-6 anys), Educació primària",41.38584285162456,2.1524652478936903
855,﻿99400259239,SAE Centre privat d'estudis artístics superiors de Música,71.0,Provençals del Poblenou,10.0,Sant Martí,Música,41.41213430348236,2.201225737692777
856,﻿75990064960,Escola de Música l'Antàrtida,23.0,Sarrià,5.0,Sarrià-Sant Gervasi,Música,41.39675080908336,2.12165578501031
857,﻿99400591625,Institut Tecnològic de Barcelona,53.0,la Trinitat Nova,8.0,Nou Barris,Formació professional,41.45355596488746,2.1866651172065303
858,﻿92086007270,Institut Barcelona-Congrés,44.0,Vilapicina i la Torre Llobeta,8.0,Nou Barris,Educació secundària,41.42938116066023,2.173766830584569
859,﻿92086007279,Institut Poeta Maragall,8.0,l'Antiga Esquerra de l'Eixample,2.0,Eixample,Educació secundària,41.39132547357072,2.156771608434526
860,﻿92086007300,Institut Teresa Pàmies,33.0,el Baix Guinardó,7.0,Horta-Guinardó,Educació secundària,41.40858009733391,2.1675803181496613
861,﻿92086007320,Institut Bonanova,4.0,"Sant Pere, Santa Caterina i la Ribera",1.0,Ciutat Vella,Formació professional,41.38452336800812,2.187392803908708
862,﻿92168166081,Centre Educatiu Sant Gabriel,70.0,el Besòs i el Maresme,10.0,Sant Martí,"Ensenyament infantil (3-6 anys), Educació primària, Educació secundària",41.42087973104712,2.2116217105040965
865,﻿92086007596,Centre Educatiu Thau,21.0,Pedralbes,4.0,Les Corts,"Ensenyament infantil (3-6 anys), Educació primària, Educació secundària",41.38764005512567,2.10528876791072
868,﻿92168166096,Escola Rambleta del Clot,65.0,el Clot,10.0,Sant Martí,"Ensenyament infantil (3-6 anys), Educació primària",41.4103326824326,2.1900866103583576
870,﻿92168166141,Centre Educatiu Sant Josep-Teresianes,32.0,el Camp d'en Grassot i Gràcia Nova,6.0,Gràcia,"Ensenyament infantil (3-6 anys), Educació primària, Educació secundària",41.405694282727126,2.165434363223489
873,﻿92168166143,Escola Miralletes,64.0,el Camp de l'Arpa del Clot,10.0,Sant Martí,"Ensenyament infantil (3-6 anys), Educació primària",41.41342381267918,2.1791680791219434
875,﻿92168166145,Centre Educatiu FEP Sant Josep Oriol,8.0,l'Antiga Esquerra de l'Eixample,2.0,Eixample,"Ensenyament infantil (3-6 anys), Educació primària",41.383895091059614,2.1574735798601874
877,﻿92168166159,Centre Educatiu Sant Miquel,8.0,l'Antiga Esquerra de l'Eixample,2.0,Eixample,"Ensenyament infantil (3-6 anys), Educació primària, Educació secundària",41.39135225089991,2.1537973527769503
880,﻿92168166180,Centre Educatiu Santa Anna-Eixample,7.0,la Dreta de l'Eixample,2.0,Eixample,"Ensenyament infantil (3-6 anys), Educació primària, Educació secundària",41.39446007995054,2.173732408250671
883,﻿75990066705,Centre Educatiu Solc Nou,28.0,Vallcarca i els Penitents,6.0,Gràcia,Formació professional,41.41415335727904,2.141948248727714
884,﻿92168166183,Centre Educatiu Santa Claus,25.0,Sant Gervasi - la Bonanova,5.0,Sarrià-Sant Gervasi,"Ensenyament infantil (3-6 anys), Educació primària",41.41192305513935,2.1373393327226933
886,﻿75990035579,Centre Educatiu IPSE,8.0,l'Antiga Esquerra de l'Eixample,2.0,Eixample,"Ensenyament infantil (0-3 anys), Ensenyament infantil (3-6 anys), Educació primària, Educació secundària",41.392116663869125,2.1497578525609384
890,﻿75990039370,Centre Educatiu Canigó,25.0,Sant Gervasi - la Bonanova,5.0,Sarrià-Sant Gervasi,"Ensenyament infantil (0-3 anys), Ensenyament infantil (3-6 anys), Educació primària, Educació secundària",41.41106664518731,2.133160920304646
894,﻿99400686750,Institut Escola El Molí,52.0,la Prosperitat,8.0,Nou Barris,"Ensenyament infantil (3-6 anys), Educació primària, Educació secundària",41.44467179057191,2.1811930283717254
897,﻿99400685168,EINA Bosc,23.0,Sarrià,5.0,Sarrià-Sant Gervasi,Universitats,41.40891497056956,2.112479163343352
898,﻿92168166220,Centre Educatiu Sagrat Cor - Esclaves,7.0,la Dreta de l'Eixample,2.0,Eixample,"Ensenyament infantil (0-3 anys), Ensenyament infantil (3-6 anys), Educació primària, Educació secundària",41.39226083134233,2.161608490219287
902,﻿92168166298,Escola Tomàs Moro,49.0,Canyelles,8.0,Nou Barris,"Ensenyament infantil (3-6 anys), Educació primària",41.44294288062594,2.1633415639132685
904,﻿92168165205,Centre Educatiu Gravi,28.0,Vallcarca i els Penitents,6.0,Gràcia,"Ensenyament infantil (0-3 anys), Ensenyament infantil (3-6 anys), Educació primària, Educació secundària",41.42039935012544,2.14083004814997
908,﻿92168165268,Escola Ignasi Iglésias,60.0,Sant Andreu,9.0,Sant Andreu,"Ensenyament infantil (3-6 anys), Educació primària",41.441536026361206,2.1917589047390966
910,﻿92168165273,Centre Educatiu Cor de Maria-Sabastida,44.0,Vilapicina i la Torre Llobeta,8.0,Nou Barris,"Ensenyament infantil (3-6 anys), Educació primària, Educació secundària",41.42826894798395,2.168489652544875
913,﻿93039115623,IL3 Institut de Formació Contínua - Universitat de Barcelona,66.0,el Parc i la Llacuna del Poblenou,10.0,Sant Martí,Universitats,41.40277794946352,2.192149004479942
914,﻿92168165941,Escola de la Concepció,7.0,la Dreta de l'Eixample,2.0,Eixample,"Ensenyament infantil (3-6 anys), Educació primària",41.395449509549465,2.168273195819344
916,﻿92168165965,Centre Educatiu Regina Carmeli,43.0,Horta,7.0,Horta-Guinardó,"Ensenyament infantil (0-3 anys), Ensenyament infantil (3-6 anys), Educació primària, Educació secundària",41.43462912567428,2.158531953583977
920,﻿92168165974,Escola Els Llorers,9.0,la Nova Esquerra de l'Eixample,2.0,Eixample,"Ensenyament infantil (3-6 anys), Educació primària",41.38362447827746,2.1533157599721005
922,﻿92086007303,Institut Obert de Catalunya,11.0,el Poble-sec,3.0,Sants-Montjuïc,"Adults, Idiomes, Educació secundària, Formació professional",41.37481357415832,2.168307428596343
926,﻿92168165990,Centre Educatiu Els Arcs,26.0,Sant Gervasi - Galvany,5.0,Sarrià-Sant Gervasi,Educació secundària,41.40023542102361,2.1390957708165863
927,﻿92168166018,Escola Rubén Darío,1.0,el Raval,1.0,Ciutat Vella,"Ensenyament infantil (3-6 anys), Educació primària",41.37693899456802,2.165753855340101
929,﻿92168166035,Centre Educatiu Sagrat Cor Besòs,70.0,el Besòs i el Maresme,10.0,Sant Martí,"Ensenyament infantil (3-6 anys), Educació primària, Educació secundària",41.41583816909674,2.2177445182212754
932,﻿92168164654,Escola Castella,1.0,el Raval,1.0,Ciutat Vella,"Ensenyament infantil (3-6 anys), Educació primària",41.384975512205166,2.164608860448668
934,﻿92168164762,Centre Educatiu Jesús Maria Claudina Thévenet *Rambla  Caçador,48.0,la Guineueta,8.0,Nou Barris,"Ensenyament infantil (3-6 anys), Educació primària, Educació secundària",41.44079496151501,2.16767090338222
937,﻿99400145335,Centre de Disseny i Optimització de Processos i Materials,20.0,la Maternitat i Sant Ramon,4.0,Les Corts,Universitats,41.38476479287836,2.117283075395298
938,﻿99400145349,Centre de Projecció Tèrmica,20.0,la Maternitat i Sant Ramon,4.0,Les Corts,Universitats,41.38476479287836,2.117283075395298
939,﻿99400145354,Centre de Diagnòstic Industrial i Fluidodinàmica,20.0,la Maternitat i Sant Ramon,4.0,Les Corts,Universitats,41.38393282880366,2.1154317981027493
940,﻿92168164788,Institut Consell de Cent,11.0,el Poble-sec,3.0,Sants-Montjuïc,"Educació secundària, Formació professional",41.37311123089073,2.17441647138149
942,﻿94251080553,L'Aula de Música Moderna i Jazz,4.0,"Sant Pere, Santa Caterina i la Ribera",1.0,Ciutat Vella,Música,41.388617744369554,2.173145777606978
943,﻿99400145450,Centre de Recerca Institut de Dret Públic,20.0,la Maternitat i Sant Ramon,4.0,Les Corts,Universitats,41.38186963690709,2.116458918258774
944,﻿99400613493,Institut Català d'Avaluació de Polítiques Públiques,7.0,la Dreta de l'Eixample,2.0,Eixample,Universitats,41.39146329298057,2.169029335575435
945,﻿99400108000,Escola La Llacuna del Poblenou,68.0,el Poblenou,10.0,Sant Martí,"Ensenyament infantil (3-6 anys), Educació primària",41.40204423697135,2.198756263682994
947,﻿99400470701,Centre d'Innovació del Transport,21.0,Pedralbes,4.0,Les Corts,Universitats,41.38730004020784,2.112416751282657
948,﻿99400100463,Grup de Recerca Multiculturalisme i Gènere,1.0,el Raval,1.0,Ciutat Vella,Universitats,41.38403193047776,2.167331566974877
949,﻿99400096762,Observatori de Globalització,20.0,la Maternitat i Sant Ramon,4.0,Les Corts,Universitats,41.38207153937563,2.11571920980788
950,﻿99400096763,Observatori del Tíbet i Àsia Central,20.0,la Maternitat i Sant Ramon,4.0,Les Corts,Universitats,41.38181496935082,2.1167473290451104
951,﻿99400318565,"Trémolo, Formació Musical",27.0,el Putxet i el Farró,5.0,Sarrià-Sant Gervasi,Música,41.40533595627382,2.145832103145853
952,﻿99400706939,Centre Educatiu Ilerna Barcelona,33.0,el Baix Guinardó,7.0,Horta-Guinardó,Formació professional,41.410628925487146,2.1695265153453187
953,﻿99400391554,Institut Viladomat,9.0,la Nova Esquerra de l'Eixample,2.0,Eixample,Educació secundària,41.38235487122607,2.154257403521576
954,﻿99400399175,IFP Barcelona,9.0,la Nova Esquerra de l'Eixample,2.0,Eixample,"Educació secundària, Formació professional",41.38022756188181,2.1451620418779123
956,﻿99400315553,Escola de Música Liceu,4.0,"Sant Pere, Santa Caterina i la Ribera",1.0,Ciutat Vella,Música,41.38861871795946,2.173147140744683
957,﻿93172100432,Gestió Acadèmica *Pavelló Rosa,20.0,la Maternitat i Sant Ramon,4.0,Les Corts,Universitats,41.38132376004671,2.1262516820863997
958,﻿99400694578,Escola Tècnica Superior d'Enginyeria La Salle - URL,25.0,Sant Gervasi - la Bonanova,5.0,Sarrià-Sant Gervasi,Universitats,41.40939447721964,2.1300172852702595
959,﻿92168164743,Centre Educatiu Ceir  Arco *Villarroel,10.0,Sant Antoni,2.0,Eixample,Formació professional,41.38059391906916,2.1627521538018395
960,﻿75990274452,Centre Educatiu ITES-Ciape,7.0,la Dreta de l'Eixample,2.0,Eixample,Formació professional,41.39338012290234,2.1755324419137496
961,﻿92168164764,Centre Educatiu Closa,44.0,Vilapicina i la Torre Llobeta,8.0,Nou Barris,"Ensenyament infantil (3-6 anys), Educació primària, Educació secundària",41.42925402204876,2.1781844925388563
964,﻿92168164803,Institut Escola Coves d'en Cimany,37.0,el Carmel,7.0,Horta-Guinardó,"Ensenyament infantil (3-6 anys), Educació primària, Educació secundària",41.42074100321632,2.152831919944113
967,﻿75990274543,Escuela Guerrero,5.0,el Fort Pienc,2.0,Eixample,Formació professional,41.39687923088226,2.1798737749549506
968,﻿75990118527,ESIC  Business & Marketing School,26.0,Sant Gervasi - Galvany,5.0,Sarrià-Sant Gervasi,Formació professional,41.39565040101407,2.1459376492463385
969,﻿92168152011,Escola Universitària de Turisme Mediterrani,9.0,la Nova Esquerra de l'Eixample,2.0,Eixample,Universitats,41.38032828005064,2.1521728300012533
970,﻿99400476926,Escola Doctor Robert,35.0,el Guinardó,7.0,Horta-Guinardó,Universitats,41.41241548884079,2.175758708562362
971,﻿92168166373,Centre Educatiu Aloma,45.0,Porta,8.0,Nou Barris,"Ensenyament infantil (3-6 anys), Educació primària, Educació secundària",41.43211854935919,2.178235937580513
974,﻿93117132919,Centre Educatiu FEP Mare de Déu del Roser,22.0,"Vallvidrera, el Tibidabo i les Planes",5.0,Sarrià-Sant Gervasi,"Educació primària, Educació secundària",41.42811488604095,2.092265187553753
976,﻿94102135909,Escola Universitària Salesiana de Sarrià,24.0,les Tres Torres,5.0,Sarrià-Sant Gervasi,Universitats,41.394938605535096,2.1278275709059584
977,﻿94102141953,Facultat de Matemàtiques i Estadística - UPC,20.0,la Maternitat i Sant Ramon,4.0,Les Corts,Universitats,41.38387760418612,2.113464402113061
978,﻿75990021777,Centre Educatiu Josep Tous,17.0,Sants - Badal,3.0,Sants-Montjuïc,"Ensenyament infantil (0-3 anys), Ensenyament infantil (3-6 anys), Educació primària, Educació secundària",41.37498574384314,2.1292274833826714
982,﻿99400224511,Institut de Química Avançada de Catalunya,21.0,Pedralbes,4.0,Les Corts,Universitats,41.38770673949005,2.114945140444898
983,﻿1081085606,Escola Superior de Música de Catalunya,5.0,el Fort Pienc,2.0,Eixample,Música,41.39877242493477,2.185159128100962
984,﻿92168165391,Centre Educatiu Jesuïtes Poble Sec - Sant Pere Claver,11.0,el Poble-sec,3.0,Sants-Montjuïc,"Ensenyament infantil (3-6 anys), Educació primària",41.372960637940906,2.173443171213383
986,﻿92168165406,Escola Joaquim Ruyra,70.0,el Besòs i el Maresme,10.0,Sant Martí,"Ensenyament infantil (3-6 anys), Educació primària",41.41103665618324,2.214801739892089
988,﻿92168165413,Escola Josep Maria de Sagarra,28.0,Vallcarca i els Penitents,6.0,Gràcia,"Ensenyament infantil (3-6 anys), Educació primària",41.41930893643119,2.1398716950913936
990,﻿75990427823,Centre Educatiu Cazcarra,9.0,la Nova Esquerra de l'Eixample,2.0,Eixample,Formació professional,41.38699675177127,2.1504054511116943
991,﻿92168165419,Institut Caterina Albert,64.0,el Camp de l'Arpa del Clot,10.0,Sant Martí,Educació secundària,41.4102777353725,2.1831236440038606
992,﻿92168165487,Centre Educatiu San Nicolas,7.0,la Dreta de l'Eixample,2.0,Eixample,"Ensenyament infantil (3-6 anys), Educació primària, Educació secundària",41.396469231819495,2.163574289740056
995,﻿75990263496,UPF Barcelona School of Management,7.0,la Dreta de l'Eixample,2.0,Eixample,Universitats,41.39367460713546,2.1571085522357336
996,﻿75990171668,Centre Educatiu Sant Ferran,51.0,Verdun,8.0,Nou Barris,"Ensenyament infantil (3-6 anys), Educació primària, Educació secundària",41.44252248703984,2.175293260840168
999,﻿93048101618,Elisava Escola Universitaria de Disseny i Enginyeria de Barcelona,2.0,el Barri Gòtic,1.0,Ciutat Vella,Universitats,41.37848959636991,2.176064541270459
1000,﻿99400157897,Centre Educatiu Eixample Clínic,8.0,l'Antiga Esquerra de l'Eixample,2.0,Eixample,Formació professional,41.387813232150094,2.163425597556379
1001,﻿75990669728,Escola de Música Diesi,18.0,Sants,3.0,Sants-Montjuïc,Música,41.375173026204166,2.1315050602672234
1002,﻿92086008029,Centre Educatiu Maristes La Immaculada,7.0,la Dreta de l'Eixample,2.0,Eixample,"Ensenyament infantil (3-6 anys), Educació primària, Educació secundària, Formació professional",41.39863993675948,2.172196729097524
1006,﻿92086008085,Centre Educatiu Súnion,27.0,el Putxet i el Farró,5.0,Sarrià-Sant Gervasi,Educació secundària,41.41062322568538,2.145631700292357
1007,﻿75990147948,Escola de Música de Barcelona,7.0,la Dreta de l'Eixample,2.0,Eixample,"Música, Universitats",41.398186674556,2.1684979299949103
1009,﻿92086013879,AF Centre d'Estudis,7.0,la Dreta de l'Eixample,2.0,Eixample,Formació professional,41.38829698856082,2.1724489516070866
1010,﻿92086013939,Artmusic Escola de Música i Dansa,9.0,la Nova Esquerra de l'Eixample,2.0,Eixample,Música,41.37886075129567,2.153592988925036
1011,﻿92086009951,Facultat de Ciències de la Terra - UB,20.0,la Maternitat i Sant Ramon,4.0,Les Corts,Universitats,41.38437037725497,2.1197216758551365
1012,﻿92086010028,Escola Tècnica Superior d'Enginyeria Industrial de Barcelona - UPC,20.0,la Maternitat i Sant Ramon,4.0,Les Corts,Universitats,41.38489994951897,2.115249564660417
1013,﻿99400155173,Institut de Govern i Polítiques Públiques,47.0,Can Peguera,8.0,Nou Barris,Universitats,41.43634697822765,2.1649198810016106
1014,﻿75990099722,Centre Educatiu Sagrada Família-Horta,36.0,la Font d'en Fargues,7.0,Horta-Guinardó,"Ensenyament infantil (3-6 anys), Educació primària, Educació secundària",41.42662276188083,2.1627221855780103
1017,﻿75990118960,Centre Educatiu Montserrat *Cros,18.0,Sants,3.0,Sants-Montjuïc,"Ensenyament infantil (3-6 anys), Educació primària, Educació secundària",41.37473782582017,2.1379630254323323
1020,﻿92168166024,Centre Educatiu Sadako,28.0,Vallcarca i els Penitents,6.0,Gràcia,"Ensenyament infantil (3-6 anys), Educació primària, Educació secundària",41.41796975213169,2.134125348349872
1023,﻿92168166025,Centre Educatiu Sagrada Família *Arquímedes,60.0,Sant Andreu,9.0,Sant Andreu,"Ensenyament infantil (3-6 anys), Educació primària, Educació secundària",41.438838508624976,2.1862576644029867
1026,﻿92168166028,Escola Sagrada Família *Sardenya,32.0,el Camp d'en Grassot i Gràcia Nova,6.0,Gràcia,"Ensenyament infantil (3-6 anys), Educació primària",41.40474390341396,2.171097339253699
1028,﻿92086038561,Escola de Música Esclat *Les Corts,19.0,les Corts,4.0,Les Corts,Música,41.38130651966432,2.131046330671979
1029,﻿92086028831,Institut Ferran Tallada,37.0,el Carmel,7.0,Horta-Guinardó,"Educació secundària, Formació professional",41.42074691765374,2.164185401705772
1031,﻿92168176525,Centre Educatiu Sant Joan Bosco,41.0,la Vall d'Hebron,7.0,Horta-Guinardó,"Ensenyament infantil (3-6 anys), Educació primària, Educació secundària",41.43569896200111,2.14956193227801
1034,﻿92086029867,Institut Ernest Lluch,9.0,la Nova Esquerra de l'Eixample,2.0,Eixample,Educació secundària,41.378493776815,2.1510066981241054
1035,﻿92086014772,Rectorat,21.0,Pedralbes,4.0,Les Corts,Universitats,41.38939609467136,2.1174732071947022
1036,﻿92086005081,Institut Infanta Isabel d'Aragó,72.0,Sant Martí de Provençals,10.0,Sant Martí,Educació secundària,41.4162271594885,2.199376139428101
1037,﻿355142528,Rectorat,25.0,Sant Gervasi - la Bonanova,5.0,Sarrià-Sant Gervasi,Universitats,41.41503478757256,2.1330244628789514
1038,﻿356131233,Rectorat,2.0,el Barri Gòtic,1.0,Ciutat Vella,Universitats,41.37918855482344,2.1796371516071704
1039,﻿99400672540,CaixaResearch Institute,25.0,Sant Gervasi - la Bonanova,5.0,Sarrià-Sant Gervasi,Universitats,41.41435785259003,2.130240491008415
1040,﻿99400145407,Centre de Recerca de Biodiversitat Vegetal,20.0,la Maternitat i Sant Ramon,4.0,Les Corts,Universitats,41.38537847387165,2.1170443890573285
1041,﻿99400145500,Centre de Recerca en Economia i Salut,67.0,la Vila Olímpica del Poblenou,10.0,Sant Martí,Universitats,41.38924681822701,2.190983335170805
1042,﻿92086005165,Institut Bernat Metge,73.0,la Verneda i la Pau,10.0,Sant Martí,Educació secundària,41.42320853195699,2.201617633346536
1043,﻿75990089052,Centre Educatiu Monlau,61.0,la Sagrera,9.0,Sant Andreu,"Adults, Educació secundària, Formació professional",41.42299752907012,2.1906007422317457
1046,﻿99400145219,Celltec UB,20.0,la Maternitat i Sant Ramon,4.0,Les Corts,Universitats,41.385512630617775,2.1170608728931914
1047,﻿99400145265,Centre de Biotecnología,20.0,la Maternitat i Sant Ramon,4.0,Les Corts,Universitats,41.38476479287836,2.117283075395298
1048,﻿75990349531,Escola musicwood,9.0,la Nova Esquerra de l'Eixample,2.0,Eixample,Música,41.38540607900917,2.153436370877391
1049,﻿92086030919,Institut Doctor Puigvert,60.0,Sant Andreu,9.0,Sant Andreu,Educació secundària,41.44609494511821,2.193284142268708
1050,﻿75990333972,Centre Educatiu FEP Santa Teresa de Lisieux,19.0,les Corts,4.0,Les Corts,"Ensenyament infantil (3-6 anys), Educació primària, Educació secundària",41.38827496816367,2.1348326553076955
1053,﻿92168164507,Escola Baloo,40.0,Montbau,7.0,Horta-Guinardó,"Ensenyament infantil (3-6 anys), Educació primària",41.43115750298306,2.1393662445875514
1055,﻿92168164557,Centre Educatiu Betània-Patmos,23.0,Sarrià,5.0,Sarrià-Sant Gervasi,"Ensenyament infantil (0-3 anys), Ensenyament infantil (3-6 anys), Educació primària, Educació secundària",41.39658018708053,2.109773851076433
1059,﻿92168164612,Escola Can Clos,13.0,la Marina de Port,3.0,Sants-Montjuïc,"Ensenyament infantil (3-6 anys), Educació primària",41.360791224941885,2.147577249482873
1061,﻿92168164628,Centre Educatiu Abat Oliba-Spínola,33.0,el Baix Guinardó,7.0,Horta-Guinardó,"Ensenyament infantil (3-6 anys), Educació primària, Educació secundària",41.4155970334086,2.167842326406948
1064,﻿92168164632,Escola Poble-sec,11.0,el Poble-sec,3.0,Sants-Montjuïc,"Ensenyament infantil (3-6 anys), Educació primària",41.37056356364924,2.1652509108680995
1066,﻿92168164646,Escola de Música Casa Sors,26.0,Sant Gervasi - Galvany,5.0,Sarrià-Sant Gervasi,Música,41.39956381498723,2.1479668924856843
1067,﻿99400156856,Centre Educatiu Comercial Català,57.0,la Trinitat Vella,9.0,Sant Andreu,Formació professional,41.452497956189845,2.193738158418465
1068,﻿93005164237,Centre Educatiu FEDAC-Sant Andreu,60.0,Sant Andreu,9.0,Sant Andreu,"Ensenyament infantil (3-6 anys), Educació primària, Educació secundària",41.43235540730775,2.1916087698448923
1071,﻿75990016466,Centre Educatiu Lestonnac,7.0,la Dreta de l'Eixample,2.0,Eixample,"Ensenyament infantil (3-6 anys), Educació primària, Educació secundària, Formació professional",41.39286643733439,2.1668080403042533
1075,﻿75990121783,Centre Educatiu Miguel Griñó,10.0,Sant Antoni,2.0,Eixample,Formació professional,41.37820659398508,2.16016213696156
1076,﻿99400084474,Institut Universitari de Salut Mental Vidal i Barraquer -URL,25.0,Sant Gervasi - la Bonanova,5.0,Sarrià-Sant Gervasi,Universitats,41.40623496924468,2.135465235192039
1077,﻿75990090396,Centre Educatiu Fundació de Restauració i Hostalatge,69.0,Diagonal Mar i el Front Marítim del Poblenou,10.0,Sant Martí,Formació professional,41.404315955153926,2.2114791383359984
1078,﻿333091852,Escola d'Enginyeria *Campus de la Comunicació-Poblenou - UPF,66.0,el Parc i la Llacuna del Poblenou,10.0,Sant Martí,Universitats,41.40370084245801,2.1935644022467757
1079,﻿92086013615,Centre de Recerca en Estudi de les Dones (UB),20.0,la Maternitat i Sant Ramon,4.0,Les Corts,Universitats,41.382264473514816,2.115536952946174
1080,﻿92086007286,Institut Sants,18.0,Sants,3.0,Sants-Montjuïc,Educació secundària,41.38134760557549,2.139683301418125
1081,﻿92168164665,Escola Cavall Bernat,16.0,la Bordeta,3.0,Sants-Montjuïc,"Ensenyament infantil (3-6 anys), Educació primària",41.37105966126944,2.131943869848651
1083,﻿92168164680,Centre d'Estudis Catalunya,1.0,el Raval,1.0,Ciutat Vella,Formació professional,41.38538035411637,2.168028055159484
1084,﻿92168164783,Escola Concepción Arenal,70.0,el Besòs i el Maresme,10.0,Sant Martí,"Ensenyament infantil (3-6 anys), Educació primària",41.41748796078941,2.2153340767827068
1086,﻿92086008788,Rectorat,8.0,l'Antiga Esquerra de l'Eixample,2.0,Eixample,Universitats,41.38657708352391,2.164030568391206
1087,﻿322114546,Facultat de Ciències de la Salut i de la Vida - UPF,3.0,la Barceloneta,1.0,Ciutat Vella,Universitats,41.38380280064488,2.194022822191066
1088,﻿93097124157,Centre Educatiu Prat *Roger de Llúria,7.0,la Dreta de l'Eixample,2.0,Eixample,"Adults, Formació professional",41.39520763188711,2.1653250520227867
1090,﻿93097142001,Centre Educatiu Mare de Déu del Roser,8.0,l'Antiga Esquerra de l'Eixample,2.0,Eixample,"Ensenyament infantil (3-6 anys), Educació primària, Educació secundària",41.38488318415155,2.1585095446926874
1093,﻿75990067136,Centre Educatiu Zurich,21.0,Pedralbes,4.0,Les Corts,"Ensenyament infantil (3-6 anys), Educació primària, Educació secundària",41.39356150207276,2.104436841139324
1096,﻿75990040205,Centre Educatiu FEP Sant Ramon Nonat,20.0,la Maternitat i Sant Ramon,4.0,Les Corts,"Ensenyament infantil (3-6 anys), Educació primària, Educació secundària",41.375937935729695,2.116316955865797
1099,﻿75990398822,Centre Educatiu Pérez Iborra,7.0,la Dreta de l'Eixample,2.0,Eixample,"Ensenyament infantil (0-3 anys), Ensenyament infantil (3-6 anys), Educació primària, Educació secundària",41.38950745987772,2.1634028611920457
1103,﻿75990364530,Centre Educatiu Augusta,26.0,Sant Gervasi - Galvany,5.0,Sarrià-Sant Gervasi,"Ensenyament infantil (3-6 anys), Educació primària, Educació secundària",41.396831802754384,2.141609039599671
1106,﻿92086018018,Centre Educatiu Ceir Arco *Aragó,9.0,la Nova Esquerra de l'Eixample,2.0,Eixample,Formació professional,41.38455590381453,2.15404495075919
1107,﻿99400694581,Facultat d'Economia i Empresa - UPF,67.0,la Vila Olímpica del Poblenou,10.0,Sant Martí,Universitats,41.38999655307027,2.190858671693975
1108,﻿92086002054,Facultat de Dret - UB,21.0,Pedralbes,4.0,Les Corts,Universitats,41.38723971871468,2.1210972500110508
1109,﻿99400685573,Escola de Disseny i Patronatge Guerrero,6.0,la Sagrada Família,2.0,Eixample,Formació professional,41.400641970986406,2.174598943365025
1110,﻿94082171216,Facultat de Comunicació i Relacions Internacionals Blanquerna - URL,1.0,el Raval,1.0,Ciutat Vella,Universitats,41.38357176529572,2.1662962367757026
1111,﻿92086005677,Institut Pablo Ruiz Picasso,54.0,Torre Baró,8.0,Nou Barris,Educació secundària,41.4599860460389,2.181027159499905
1112,﻿92168165030,Escola L'Estel,61.0,la Sagrera,9.0,Sant Andreu,"Ensenyament infantil (3-6 anys), Educació primària",41.41919815851105,2.1888019330265163
1114,﻿92168165115,Escola Àgora,48.0,la Guineueta,8.0,Nou Barris,"Ensenyament infantil (3-6 anys), Educació primària",41.43750657714406,2.168693351156339
1116,﻿92168165148,Escola Francesc Macià,15.0,Hostafrancs,3.0,Sants-Montjuïc,"Ensenyament infantil (3-6 anys), Educació primària",41.37441159174069,2.147849686428624
1118,﻿92168165171,Escola Gayarre,16.0,la Bordeta,3.0,Sants-Montjuïc,"Ensenyament infantil (3-6 anys), Educació primària",41.37295793070322,2.140566150581172
1120,﻿92168165237,Escola Heura,36.0,la Font d'en Fargues,7.0,Horta-Guinardó,"Ensenyament infantil (3-6 anys), Educació primària",41.427081202858616,2.163768950228317
1122,﻿92168165271,Centre Educatiu Immaculada Concepció *Granollers,43.0,Horta,7.0,Horta-Guinardó,"Ensenyament infantil (3-6 anys), Educació primària, Educació secundària",41.42793467462142,2.161722780855084
1125,﻿92168164924,Institut Escola Projecte,25.0,Sant Gervasi - la Bonanova,5.0,Sarrià-Sant Gervasi,"Ensenyament infantil (3-6 anys), Educació primària, Educació secundària",41.41167071799197,2.1361958755724104
1128,﻿92168164930,Escola El Carmel,37.0,el Carmel,7.0,Horta-Guinardó,"Ensenyament infantil (3-6 anys), Educació primària",41.42339755249099,2.154230943364157
1130,﻿92168164951,Escola el Sagrer,61.0,la Sagrera,9.0,Sant Andreu,"Ensenyament infantil (3-6 anys), Educació primària",41.42201944158713,2.1895804784443302
1132,﻿92168164962,Escola Elisenda de Montcada,55.0,Ciutat Meridiana,8.0,Nou Barris,"Ensenyament infantil (3-6 anys), Educació primària",41.461698304967285,2.179530074860736
1134,﻿92168164980,Escola Mestre Enric Gibert i Camins,60.0,Sant Andreu,9.0,Sant Andreu,"Ensenyament infantil (3-6 anys), Educació primària",41.43143015149511,2.185746238260647
1136,﻿92168164981,Escola Enric Granados,13.0,la Marina de Port,3.0,Sants-Montjuïc,"Ensenyament infantil (3-6 anys), Educació primària",41.3568603392368,2.141741740411545
